race_id,driver_id,constructor_id,grid,position_order,points,laps,status,qualifying_position,q1,q2,q3,winner,podium,dnf,q1_sec,q2_sec,q3_sec,best_quali_time,season,round,driver_avg_finish_last3,driver_avg_finish_last5,driver_avg_finish_last10,driver_prev_wins,driver_prev_podiums,driver_dnf_rate,constructor_avg_finish_last5,constructor_prev_wins,constructor_prev_podiums,finish_change,momentum_last3,avg_quali_last5,quali_change,name,circuitId,name_circuit,country,driver_track_avg_finish,driver_track_wins,driver_track_podiums,driver_track_dnf_rate,constructor_track_avg_finish,constructor_track_wins,constructor_track_dnf_rate,driver_prev_races,career_win_rate,career_podium_rate,driver_momentum,driver_points_before_race,driver_rank_before_race,constructor_points_before_race,constructor_rank_before_race,driver_points_last5,driver_points_last10,constructor_points_last5,grid_gain,avg_quali_last3,previous_poles,top10
2008_1,raikkonen,ferrari,15.0,8,1.0,53,Engine,16.0,1:26.140,\N,\N,0,0,1,86.14,87.456,87.1785,86.14,2008,1,11.333333333333334,11.4,11.4,0.0,3.0,0.4742857142857143,8.4,25.0,117.0,0.0,0.0,11.0,0.0,Australian Grand Prix,1,Albert Park Grand Prix Circuit,Australia,10.207142857142856,0.0,0.0,0.4,13.0,0.0,1.0,0,0.0,0.045454545454545456,-7.557076827370364e-16,18.0,10.0,0.0,6.0,11.0,22.0,0.0,1.0,11.0,0,1
2008_1,rosberg,williams,7.0,3,6.0,58,Finished,7.0,1:26.295,1:26.059,1:28.687,0,1,0,86.295,86.059,88.687,86.059,2008,1,11.333333333333334,11.4,11.4,0.0,3.0,0.4742857142857143,14.0,1.0,15.0,0.0,0.0,11.0,0.0,Australian Grand Prix,1,Albert Park Grand Prix Circuit,Australia,10.207142857142856,0.0,0.0,0.4,6.0,0.0,1.0,0,0.0,0.045454545454545456,-7.557076827370364e-16,18.0,10.0,3.0,4.0,11.0,22.0,3.0,0.0,11.0,0,1
2008_1,sato,super_aguri,19.0,11,0.0,32,Transmission,20.0,1:28.208,\N,\N,0,0,1,88.208,87.456,87.1785,88.208,2008,1,11.333333333333334,11.4,11.4,0.0,3.0,0.4742857142857143,17.0,0.0,0.0,0.0,0.0,11.0,0.0,Australian Grand Prix,1,Albert Park Grand Prix Circuit,Australia,10.207142857142856,0.0,0.0,0.4,19.0,0.0,1.0,0,0.0,0.045454545454545456,-7.557076827370364e-16,18.0,10.0,0.0,6.0,11.0,22.0,0.0,1.0,11.0,0,0
2008_1,sutil,force_india,22.0,16,0.0,8,Hydraulics,19.0,1:27.859,\N,\N,0,0,1,87.85900000000001,87.456,87.1785,87.85900000000001,2008,1,11.333333333333334,11.4,11.4,0.0,3.0,0.4742857142857143,10.4,0.0,6.0,0.0,0.0,11.0,0.0,Australian Grand Prix,1,Albert Park Grand Prix Circuit,Australia,10.207142857142856,0.0,0.0,0.4,21.0,0.0,1.0,0,0.0,0.045454545454545456,-7.557076827370364e-16,18.0,10.0,0.0,6.0,11.0,22.0,0.0,-3.0,11.0,0,0
2008_1,trulli,toyota,6.0,15,0.0,19,Electrical,6.0,1:26.427,1:26.101,1:28.527,0,0,1,86.42699999999999,86.101,88.527,86.101,2008,1,11.333333333333334,11.4,11.4,0.0,3.0,0.4742857142857143,9.8,0.0,3.0,0.0,0.0,11.0,0.0,Australian Grand Prix,1,Albert Park Grand Prix Circuit,Australia,10.207142857142856,0.0,0.0,0.4,10.0,0.0,1.0,0,0.0,0.045454545454545456,-7.557076827370364e-16,18.0,10.0,0.0,6.0,11.0,22.0,0.0,0.0,11.0,0,0
2008_1,vettel,toro_rosso,9.0,20,0.0,0,Collision,10.0,1:26.702,1:25.842,\N,0,0,1,86.702,85.842,87.1785,85.842,2008,1,11.333333333333334,11.4,11.4,0.0,3.0,0.4742857142857143,11.4,0.0,2.0,0.0,0.0,11.0,0.0,Australian Grand Prix,1,Albert Park Grand Prix Circuit,Australia,10.207142857142856,0.0,0.0,0.4,7.0,0.0,1.0,0,0.0,0.045454545454545456,-7.557076827370364e-16,18.0,10.0,2.0,5.0,11.0,22.0,2.0,1.0,11.0,0,0
2008_1,webber,red_bull,14.0,17,0.0,0,Collision,15.0,1:26.914,\N,\N,0,0,1,86.914,87.456,87.1785,86.914,2008,1,11.333333333333334,11.4,11.4,0.0,3.0,0.4742857142857143,6.2,121.0,256.0,0.0,0.0,11.0,0.0,Australian Grand Prix,1,Albert Park Grand Prix Circuit,Australia,10.207142857142856,0.0,0.0,0.4,14.0,0.0,1.0,0,0.0,0.045454545454545456,-7.557076827370364e-16,18.0,10.0,0.0,6.0,11.0,22.0,0.0,1.0,11.0,0,0
2008_2,alonso,renault,7.0,8,1.0,56,Finished,9.0,1:35.983,1:35.140,1:38.450,0,0,0,95.983,95.14,98.45,95.14,2008,2,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,12.0,-3.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,11.166666666666666,0.0,0.4444444444444444,1,0.0,0.0,-7.557076827370364e-16,5.0,4.0,5.0,7.0,5.0,5.0,5.0,2.0,12.0,0,1
2008_2,barrichello,honda,14.0,13,0.0,55,+1 Lap,14.0,1:36.198,1:35.622,\N,0,0,1,96.19800000000001,95.622,87.1785,95.622,2008,2,22.0,22.0,22.0,0.0,0.0,1.0,22.0,0.0,0.0,-9.0,0.0,11.0,3.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,11.166666666666666,0.0,0.4444444444444444,1,0.0,0.0,-7.557076827370364e-16,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,11.0,0,0
2008_2,bourdais,toro_rosso,18.0,22,0.0,0,Spun off,19.0,1:36.677,\N,\N,0,0,1,96.67699999999999,87.456,87.1785,96.67699999999999,2008,2,7.0,7.0,7.0,0.0,0.0,1.0,9.6,0.0,0.0,15.0,0.0,18.0,1.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,11.166666666666666,0.0,0.4444444444444444,1,0.0,0.0,-7.557076827370364e-16,2.0,7.0,2.0,8.0,2.0,2.0,2.0,1.0,18.0,0,0
2008_2,button,honda,11.0,10,0.0,56,Finished,11.0,1:35.847,1:35.208,\N,0,0,0,95.84700000000001,95.208,87.1785,95.208,2008,2,18.0,18.0,18.0,0.0,0.0,1.0,15.2,0.0,1.0,-8.0,0.0,13.0,-2.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,13.0,0.0,1.0,1,0.0,0.0,-7.557076827370364e-16,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,13.0,0,1
2008_2,coulthard,red_bull,12.0,9,0.0,56,Finished,12.0,1:36.058,1:35.408,\N,0,0,0,96.05799999999999,95.408,87.1785,95.408,2008,2,14.0,14.0,14.0,0.0,0.0,1.0,6.8,0.0,2.0,-5.0,0.0,8.0,4.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,11.166666666666666,0.0,0.4444444444444444,1,0.0,0.0,-7.557076827370364e-16,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,0,1
2008_2,davidson,super_aguri,21.0,15,0.0,55,+1 Lap,22.0,1:37.481,\N,\N,0,0,1,97.481,87.456,87.1785,97.481,2008,2,19.0,19.0,19.0,0.0,0.0,1.0,19.0,0.0,0.0,-4.0,0.0,22.0,0.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,11.166666666666666,0.0,0.4444444444444444,1,0.0,0.0,-7.557076827370364e-16,0.0,9.0,0.0,10.0,0.0,0.0,0.0,1.0,22.0,0,0
2008_2,fisichella,force_india,17.0,12,0.0,55,+1 Lap,17.0,1:36.240,\N,\N,0,0,1,96.24000000000001,87.456,87.1785,96.24000000000001,2008,2,21.0,21.0,21.0,0.0,0.0,1.0,21.0,0.0,0.0,-9.0,0.0,17.0,0.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,11.166666666666666,0.0,0.4444444444444444,1,0.0,0.0,-7.557076827370364e-16,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,17.0,0,0
2008_2,glock,toyota,10.0,21,0.0,1,Collision,10.0,1:35.891,1:35.000,1:39.656,0,0,1,95.89099999999999,95.0,99.656,95.0,2008,2,10.0,10.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,11.0,0.0,9.0,1.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,11.166666666666666,0.0,0.4444444444444444,1,0.0,0.0,-7.557076827370364e-16,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0,0,0
2008_2,hamilton,mclaren,9.0,5,4.0,56,Finished,4.0,1:35.392,1:34.627,1:36.709,0,0,0,95.392,94.62700000000001,96.709,94.62700000000001,2008,2,1.0,1.0,1.0,1.0,1.0,0.0,13.4,9.0,27.0,4.0,0.0,1.0,3.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,11.166666666666666,0.0,0.4444444444444444,1,1.0,1.0,-7.557076827370364e-16,10.0,1.0,14.0,2.0,10.0,10.0,14.0,-5.0,1.0,1,1
2008_2,heidfeld,bmw_sauber,5.0,6,3.0,56,Finished,7.0,1:35.729,1:34.648,1:36.753,0,0,0,95.729,94.648,96.753,94.648,2008,2,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,5.0,2.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,11.166666666666666,0.0,0.4444444444444444,1,0.0,1.0,-7.557076827370364e-16,8.0,2.0,8.0,5.0,8.0,8.0,8.0,2.0,5.0,0,1
2008_2,kovalainen,mclaren,8.0,3,6.0,56,Finished,3.0,1:35.227,1:34.759,1:36.613,0,1,0,95.227,94.759,96.613,94.759,2008,2,5.0,5.0,5.0,0.0,0.0,0.0,10.0,25.0,64.0,-2.0,0.0,3.0,0.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,5.0,0.0,0.0,1,0.0,0.0,-7.557076827370364e-16,4.0,5.0,18.0,1.0,4.0,4.0,18.0,-5.0,3.0,0,1
2008_2,kubica,bmw_sauber,4.0,2,8.0,56,Finished,6.0,1:35.794,1:34.811,1:36.727,0,1,0,95.794,94.811,96.727,94.811,2008,2,9.0,9.0,9.0,0.0,0.0,1.0,11.2,0.0,5.0,-7.0,0.0,2.0,4.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,6.0,0.0,0.0,1,0.0,0.0,-7.557076827370364e-16,0.0,9.0,11.0,3.0,0.0,0.0,11.0,2.0,2.0,0,1
2008_2,massa,ferrari,1.0,19,0.0,30,Spun off,1.0,1:35.347,1:34.412,1:35.748,0,0,1,95.34700000000001,94.412,95.74799999999999,94.412,2008,2,13.0,13.0,13.0,0.0,0.0,1.0,6.0,19.0,98.0,6.0,0.0,4.0,-3.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,11.166666666666666,0.0,0.4444444444444444,1,0.0,0.0,-7.557076827370364e-16,0.0,9.0,1.0,9.0,0.0,0.0,1.0,0.0,4.0,0,0
2008_2,nakajima,williams,22.0,17,0.0,54,+2 Laps,18.0,1:36.388,\N,\N,0,0,1,96.388,87.456,87.1785,96.388,2008,2,6.0,6.0,6.0,0.0,0.0,1.0,8.6,1.0,15.0,11.0,0.0,14.0,4.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,11.166666666666666,0.0,0.4444444444444444,1,0.0,0.0,-7.557076827370364e-16,3.0,6.0,9.0,4.0,3.0,3.0,9.0,-4.0,14.0,0,0
2008_2,piquet_jr,renault,13.0,11,0.0,56,Finished,13.0,1:36.074,1:35.562,\N,0,0,0,96.074,95.562,87.1785,95.562,2008,2,12.0,12.0,12.0,0.0,0.0,1.0,13.8,2.0,10.0,-1.0,0.0,21.0,-8.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,8.0,0.0,0.0,1,0.0,0.0,-7.557076827370364e-16,0.0,9.0,6.0,6.0,0.0,0.0,6.0,0.0,21.0,0,0
2008_2,raikkonen,ferrari,2.0,1,10.0,56,Finished,2.0,1:35.645,1:34.188,1:36.230,1,1,0,95.64500000000001,94.188,96.22999999999999,94.188,2008,2,8.0,8.0,8.0,0.0,0.0,1.0,8.0,25.0,117.0,-7.0,0.0,16.0,-14.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,19.0,0.0,1.0,1,0.0,0.0,-7.557076827370364e-16,1.0,8.0,1.0,9.0,1.0,1.0,1.0,0.0,16.0,0,1
2008_2,rosberg,williams,16.0,14,0.0,55,+1 Lap,16.0,1:35.843,1:35.670,\N,0,0,1,95.843,95.67,87.1785,95.67,2008,2,3.0,3.0,3.0,0.0,1.0,0.0,12.8,1.0,16.0,11.0,0.0,7.0,9.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,17.0,0.0,1.0,1,0.0,1.0,-7.557076827370364e-16,6.0,3.0,9.0,4.0,6.0,6.0,9.0,0.0,7.0,0,0
2008_2,sato,super_aguri,19.0,16,0.0,54,+2 Laps,20.0,1:37.087,\N,\N,0,0,1,97.087,87.456,87.1785,97.087,2008,2,11.0,11.0,11.0,0.0,0.0,1.0,15.8,0.0,0.0,5.0,0.0,20.0,0.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,15.0,0.0,1.0,1,0.0,0.0,-7.557076827370364e-16,0.0,9.0,0.0,10.0,0.0,0.0,0.0,1.0,20.0,0,0
2008_2,sutil,force_india,20.0,20,0.0,5,Hydraulics,21.0,1:37.101,\N,\N,0,0,1,97.101,87.456,87.1785,97.101,2008,2,16.0,16.0,16.0,0.0,0.0,1.0,11.4,0.0,6.0,4.0,0.0,19.0,2.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,12.0,0.0,1.0,1,0.0,0.0,-7.557076827370364e-16,0.0,9.0,0.0,10.0,0.0,0.0,0.0,1.0,19.0,0,0
2008_2,trulli,toyota,3.0,4,5.0,56,Finished,5.0,1:35.205,1:34.960,1:36.711,0,0,0,95.205,94.96000000000001,96.711,94.96000000000001,2008,2,15.0,15.0,15.0,0.0,0.0,1.0,10.6,0.0,3.0,-11.0,0.0,6.0,-1.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,21.0,0.0,1.0,1,0.0,0.0,-7.557076827370364e-16,0.0,9.0,0.0,10.0,0.0,0.0,0.0,2.0,6.0,0,1
2008_2,vettel,toro_rosso,15.0,18,0.0,39,Engine,15.0,1:36.111,1:35.648,\N,0,0,1,96.11099999999999,95.648,87.1785,95.648,2008,2,20.0,20.0,20.0,0.0,0.0,1.0,13.6,0.0,2.0,-2.0,0.0,10.0,5.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,22.0,0.0,1.0,1,0.0,0.0,-7.557076827370364e-16,0.0,9.0,2.0,8.0,0.0,0.0,2.0,0.0,10.0,0,0
2008_2,webber,red_bull,6.0,7,2.0,56,Finished,8.0,1:35.440,1:34.967,1:37.009,0,0,0,95.44,94.967,97.009,94.967,2008,2,17.0,17.0,17.0,0.0,0.0,1.0,9.0,121.0,256.0,-10.0,0.0,15.0,-7.0,Malaysian Grand Prix,2,Sepang International Circuit,Malaysia,10.207142857142856,0.0,0.0,0.4,9.0,0.0,0.0,1,0.0,0.0,-7.557076827370364e-16,0.0,9.0,0.0,10.0,0.0,0.0,0.0,2.0,15.0,0,1
2008_3,alonso,renault,10.0,10,0.0,57,Finished,10.0,1:32.947,1:32.345,1:35.115,0,0,0,92.947,92.345,95.11500000000001,92.345,2008,3,6.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,10.5,1.0,Bahrain Grand Prix,3,Bahrain International Circuit,Bahrain,10.207142857142856,0.0,0.0,0.4,11.166666666666666,0.0,0.4444444444444444,2,0.0,0.0,-7.557076827370364e-16,6.0,5.0,6.0,6.0,6.0,6.0,6.0,0.0,10.5,0,1
2008_3,barrichello,honda,12.0,11,0.0,57,Finished,12.0,1:32.944,1:32.508,\N,0,0,0,92.944,92.50800000000001,87.1785,92.50800000000001,2008,3,17.5,17.5,17.5,0.0,0.0,1.0,17.5,0.0,0.0,-2.0,-9.0,12.5,-2.0,Bahrain Grand Prix,3,Bahrain International Circuit,Bahrain,10.207142857142856,0.0,0.0,0.4,11.166666666666666,0.0,0.4444444444444444,2,0.0,0.0,-7.557076827370364e-16,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,12.5,0,0
2008_3,bourdais,toro_rosso,15.0,15,0.0,56,+1 Lap,15.0,1:33.415,1:32.915,\N,0,0,1,93.41499999999999,92.91499999999999,87.1785,92.91499999999999,2008,3,14.5,14.5,14.5,0.0,0.0,1.0,12.6,0.0,0.0,-7.0,15.0,18.5,-4.0,Bahrain Grand Prix,3,Bahrain International Circuit,Bahrain,10.207142857142856,0.0,0.0,0.4,11.166666666666666,0.0,0.4444444444444444,2,0.0,0.0,-7.557076827370364e-16,2.0,8.0,2.0,8.0,2.0,2.0,2.0,0.0,18.5,0,0
2008_3,button,honda,9.0,21,0.0,19,Collision,9.0,1:32.793,1:32.362,1:35.057,0,0,1,92.793,92.362,95.057,92.362,2008,3,14.0,14.0,14.0,0.0,0.0,0.5,13.4,0.0,1.0,11.0,-8.0,12.0,-2.0,Bahrain Grand Prix,3,Bahrain International Circuit,Bahrain,10.207142857142856,0.0,0.0,0.4,11.0,0.0,0.0,2,0.0,0.0,-7.557076827370364e-16,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,0,0
