race_id,driver_id,constructor_id,grid,position,position_order,points,laps,status
2015_18,kvyat,red_bull,6,7,7,6.0,70,+1 Lap
2015_18,grosjean,lotus_f1,14,8,8,4.0,70,+1 Lap
2015_18,max_verstappen,toro_rosso,9,9,9,2.0,70,+1 Lap
2015_18,maldonado,lotus_f1,15,10,10,1.0,70,+1 Lap
2015_18,ricciardo,red_bull,19,11,11,0.0,70,+1 Lap
2015_18,perez,force_india,11,12,12,0.0,70,+1 Lap
2015_18,nasr,sauber,13,13,13,0.0,70,+1 Lap
2015_18,button,mclaren,16,14,14,0.0,70,+1 Lap
2015_18,alonso,mclaren,20,15,15,0.0,70,+1 Lap
2015_18,ericsson,sauber,12,16,16,0.0,69,+2 Laps
2015_18,stevens,manor,18,17,17,0.0,67,+4 Laps
2015_18,rossi,manor,17,18,18,0.0,67,+4 Laps
2015_18,sainz,toro_rosso,10,\N,19,0.0,0,Retired
2015_18,massa,williams,8,\N,20,0.0,70,Excluded
2015_19,rosberg,mercedes,1,1,1,25.0,55,Finished
2015_19,hamilton,mercedes,2,2,2,18.0,55,Finished
2015_19,raikkonen,ferrari,3,3,3,15.0,55,Finished
2015_19,vettel,ferrari,15,4,4,12.0,55,Finished
2015_19,perez,force_india,4,5,5,10.0,55,Finished
2015_19,ricciardo,red_bull,5,6,6,8.0,55,Finished
2015_19,hulkenberg,force_india,7,7,7,6.0,55,Finished
2015_19,massa,williams,8,8,8,4.0,55,Finished
2015_19,grosjean,lotus_f1,18,9,9,2.0,55,Finished
2015_19,kvyat,red_bull,9,10,10,1.0,55,Finished
2015_19,sainz,toro_rosso,10,11,11,0.0,55,Finished
2015_19,button,mclaren,12,12,12,0.0,54,+1 Lap
2015_19,bottas,williams,6,13,13,0.0,54,+1 Lap
2015_19,ericsson,sauber,17,14,14,0.0,54,+1 Lap
2015_19,nasr,sauber,14,15,15,0.0,54,+1 Lap
2015_19,max_verstappen,toro_rosso,11,16,16,0.0,54,+1 Lap
2015_19,alonso,mclaren,16,17,17,0.0,53,+2 Laps
2015_19,stevens,manor,19,18,18,0.0,53,+2 Laps
2015_19,merhi,manor,20,19,19,0.0,52,+3 Laps
2015_19,maldonado,lotus_f1,13,\N,20,0.0,0,Collision
2016_1,rosberg,mercedes,2,1,1,25.0,57,Finished
2016_1,hamilton,mercedes,1,2,2,18.0,57,Finished
2016_1,vettel,ferrari,3,3,3,15.0,57,Finished
2016_1,ricciardo,red_bull,8,4,4,12.0,57,Finished
2016_1,massa,williams,6,5,5,10.0,57,Finished
2016_1,grosjean,haas,19,6,6,8.0,57,Finished
2016_1,hulkenberg,force_india,10,7,7,6.0,57,Finished
2016_1,bottas,williams,16,8,8,4.0,57,Finished
2016_1,sainz,toro_rosso,7,9,9,2.0,57,Finished
2016_1,max_verstappen,toro_rosso,5,10,10,1.0,57,Finished
2016_1,jolyon_palmer,renault,13,11,11,0.0,57,Finished
2016_1,kevin_magnussen,renault,14,12,12,0.0,57,Finished
2016_1,perez,force_india,9,13,13,0.0,57,Finished
2016_1,button,mclaren,12,14,14,0.0,56,+1 Lap
2016_1,nasr,sauber,17,15,15,0.0,56,+1 Lap
2016_1,wehrlein,manor,21,16,16,0.0,56,+1 Lap
2016_1,ericsson,sauber,15,\N,17,0.0,38,Engine
2016_1,raikkonen,ferrari,4,\N,18,0.0,21,Engine
2016_1,haryanto,manor,22,\N,19,0.0,17,Mechanical
2016_1,gutierrez,haas,20,\N,20,0.0,16,Collision
2016_1,alonso,mclaren,11,\N,21,0.0,16,Collision
2016_1,kvyat,red_bull,18,\N,22,0.0,0,Retired
2016_2,rosberg,mercedes,2,1,1,25.0,57,Finished
2016_2,raikkonen,ferrari,4,2,2,18.0,57,Finished
2016_2,hamilton,mercedes,1,3,3,15.0,57,Finished
2016_2,ricciardo,red_bull,5,4,4,12.0,57,Finished
2016_2,grosjean,haas,9,5,5,10.0,57,Finished
2016_2,max_verstappen,toro_rosso,10,6,6,8.0,57,Finished
2016_2,kvyat,red_bull,15,7,7,6.0,56,+1 Lap
2016_2,massa,williams,7,8,8,4.0,56,+1 Lap
2016_2,bottas,williams,6,9,9,2.0,56,+1 Lap
2016_2,vandoorne,mclaren,12,10,10,1.0,56,+1 Lap
2016_2,kevin_magnussen,renault,22,11,11,0.0,56,+1 Lap
2016_2,ericsson,sauber,17,12,12,0.0,56,+1 Lap
2016_2,wehrlein,manor,16,13,13,0.0,56,+1 Lap
2016_2,nasr,sauber,21,14,14,0.0,56,+1 Lap
2016_2,hulkenberg,force_india,8,15,15,0.0,56,+1 Lap
2016_2,perez,force_india,18,16,16,0.0,56,+1 Lap
2016_2,haryanto,manor,20,17,17,0.0,56,+1 Lap
2016_2,sainz,toro_rosso,11,\N,18,0.0,29,Retired
2016_2,gutierrez,haas,13,\N,19,0.0,9,Retired
2016_2,button,mclaren,14,\N,20,0.0,6,Power Unit
2016_2,vettel,ferrari,3,\N,21,0.0,0,Engine
2016_2,jolyon_palmer,renault,19,\N,22,0.0,0,Hydraulics
2016_3,rosberg,mercedes,1,1,1,25.0,56,Finished
2016_3,vettel,ferrari,4,2,2,18.0,56,Finished
2016_3,kvyat,red_bull,6,3,3,15.0,56,Finished
2016_3,ricciardo,red_bull,2,4,4,12.0,56,Finished
2016_3,raikkonen,ferrari,3,5,5,10.0,56,Finished
2016_3,massa,williams,10,6,6,8.0,56,Finished
2016_3,hamilton,mercedes,22,7,7,6.0,56,Finished
2016_3,max_verstappen,toro_rosso,9,8,8,4.0,56,Finished
2016_3,sainz,toro_rosso,8,9,9,2.0,56,Finished
2016_3,bottas,williams,5,10,10,1.0,56,Finished
2016_3,perez,force_india,7,11,11,0.0,56,Finished
2016_3,alonso,mclaren,11,12,12,0.0,56,Finished
2016_3,button,mclaren,12,13,13,0.0,56,Finished
2016_3,gutierrez,haas,18,14,14,0.0,55,+1 Lap
2016_3,hulkenberg,force_india,13,15,15,0.0,55,+1 Lap
2016_3,ericsson,sauber,15,16,16,0.0,55,+1 Lap
2016_3,kevin_magnussen,renault,17,17,17,0.0,55,+1 Lap
2016_3,wehrlein,manor,21,18,18,0.0,55,+1 Lap
2016_3,grosjean,haas,14,19,19,0.0,55,+1 Lap
2016_3,nasr,sauber,16,20,20,0.0,55,+1 Lap
2016_3,haryanto,manor,20,21,21,0.0,55,+1 Lap
2016_3,jolyon_palmer,renault,19,22,22,0.0,55,+1 Lap
2016_4,rosberg,mercedes,1,1,1,25.0,53,Finished
2016_4,hamilton,mercedes,10,2,2,18.0,53,Finished
2016_4,raikkonen,ferrari,3,3,3,15.0,53,Finished
2016_4,bottas,williams,2,4,4,12.0,53,Finished
2016_4,massa,williams,4,5,5,10.0,53,Finished
2016_4,alonso,mclaren,14,6,6,8.0,52,+1 Lap
2016_4,kevin_magnussen,renault,17,7,7,6.0,52,+1 Lap
2016_4,grosjean,haas,15,8,8,4.0,52,+1 Lap
2016_4,perez,force_india,6,9,9,2.0,52,+1 Lap
2016_4,button,mclaren,12,10,10,1.0,52,+1 Lap
2016_4,ricciardo,red_bull,5,11,11,0.0,52,+1 Lap
2016_4,sainz,toro_rosso,11,12,12,0.0,52,+1 Lap
2016_4,jolyon_palmer,renault,18,13,13,0.0,52,+1 Lap
2016_4,ericsson,sauber,22,14,14,0.0,52,+1 Lap
2016_4,kvyat,red_bull,8,15,15,0.0,52,+1 Lap
2016_4,nasr,sauber,19,16,16,0.0,52,+1 Lap
2016_4,gutierrez,haas,16,17,17,0.0,52,+1 Lap
2016_4,wehrlein,manor,20,18,18,0.0,51,+2 Laps
2016_4,max_verstappen,toro_rosso,9,\N,19,0.0,33,Power Unit
2016_4,vettel,ferrari,7,\N,20,0.0,0,Collision
2016_4,hulkenberg,force_india,13,\N,21,0.0,0,Collision
2016_4,haryanto,manor,21,\N,22,0.0,0,Collision
2016_5,max_verstappen,red_bull,4,1,1,25.0,66,Finished
2016_5,raikkonen,ferrari,5,2,2,18.0,66,Finished
2016_5,vettel,ferrari,6,3,3,15.0,66,Finished
2016_5,ricciardo,red_bull,3,4,4,12.0,66,Finished
2016_5,bottas,williams,7,5,5,10.0,66,Finished
2016_5,sainz,toro_rosso,8,6,6,8.0,66,Finished
2016_5,perez,force_india,9,7,7,6.0,66,Finished
2016_5,massa,williams,18,8,8,4.0,66,Finished
2016_5,button,mclaren,12,9,9,2.0,65,+1 Lap
2016_5,kvyat,toro_rosso,13,10,10,1.0,65,+1 Lap
2016_5,gutierrez,haas,16,11,11,0.0,65,+1 Lap
2016_5,ericsson,sauber,19,12,12,0.0,65,+1 Lap
2016_5,jolyon_palmer,renault,17,13,13,0.0,65,+1 Lap
2016_5,kevin_magnussen,renault,15,14,14,0.0,65,+1 Lap
2016_5,nasr,sauber,20,15,15,0.0,65,+1 Lap
2016_5,wehrlein,manor,21,16,16,0.0,65,+1 Lap
2016_5,haryanto,manor,22,17,17,0.0,65,+1 Lap
2016_5,grosjean,haas,14,\N,18,0.0,56,Engine
2016_5,alonso,mclaren,10,\N,19,0.0,45,Engine
2016_5,hulkenberg,force_india,11,\N,20,0.0,20,Engine
2016_5,hamilton,mercedes,1,\N,21,0.0,0,Collision
2016_5,rosberg,mercedes,2,\N,22,0.0,0,Collision
2016_6,hamilton,mercedes,3,1,1,25.0,78,Finished
2016_6,ricciardo,red_bull,1,2,2,18.0,78,Finished
2016_6,perez,force_india,7,3,3,15.0,78,Finished
2016_6,vettel,ferrari,4,4,4,12.0,78,Finished
2016_6,alonso,mclaren,9,5,5,10.0,78,Finished
2016_6,hulkenberg,force_india,5,6,6,8.0,78,Finished
2016_6,rosberg,mercedes,2,7,7,6.0,78,Finished
2016_6,sainz,toro_rosso,6,8,8,4.0,77,+1 Lap
2016_6,button,mclaren,13,9,9,2.0,77,+1 Lap
2016_6,massa,williams,14,10,10,1.0,77,+1 Lap
2016_6,gutierrez,haas,12,11,11,0.0,77,+1 Lap
2016_6,bottas,williams,10,12,12,0.0,77,+1 Lap
2016_6,grosjean,haas,15,13,13,0.0,76,+2 Laps
2016_6,wehrlein,manor,20,14,14,0.0,76,+2 Laps
2016_6,haryanto,manor,19,15,15,0.0,74,+4 Laps
2016_6,ericsson,sauber,17,\N,16,0.0,51,Collision
2016_6,nasr,sauber,0,\N,17,0.0,48,Retired
2016_6,max_verstappen,red_bull,0,\N,18,0.0,34,Accident
2016_6,kevin_magnussen,renault,16,\N,19,0.0,32,Retired
2016_6,kvyat,toro_rosso,8,\N,20,0.0,18,Accident
2016_6,raikkonen,ferrari,11,\N,21,0.0,10,Accident
2016_6,jolyon_palmer,renault,18,\N,22,0.0,7,Accident
2016_7,hamilton,mercedes,1,1,1,25.0,70,Finished
2016_7,vettel,ferrari,3,2,2,18.0,70,Finished
2016_7,bottas,williams,7,3,3,15.0,70,Finished
2016_7,max_verstappen,red_bull,5,4,4,12.0,70,Finished
2016_7,rosberg,mercedes,2,5,5,10.0,70,Finished
2016_7,raikkonen,ferrari,6,6,6,8.0,70,Finished
2016_7,ricciardo,red_bull,4,7,7,6.0,70,Finished
2016_7,hulkenberg,force_india,9,8,8,4.0,69,+1 Lap
2016_7,sainz,toro_rosso,20,9,9,2.0,69,+1 Lap
2016_7,perez,force_india,11,10,10,1.0,69,+1 Lap
2016_7,alonso,mclaren,10,11,11,0.0,69,+1 Lap
2016_7,kvyat,toro_rosso,15,12,12,0.0,69,+1 Lap
2016_7,gutierrez,haas,13,13,13,0.0,68,+2 Laps
2016_7,grosjean,haas,14,14,14,0.0,68,+2 Laps
2016_7,ericsson,sauber,21,15,15,0.0,68,+2 Laps
2016_7,kevin_magnussen,renault,22,16,16,0.0,68,+2 Laps
2016_7,wehrlein,manor,17,17,17,0.0,68,+2 Laps
2016_7,nasr,sauber,18,18,18,0.0,68,+2 Laps
2016_7,haryanto,manor,19,19,19,0.0,68,+2 Laps
2016_7,massa,williams,8,\N,20,0.0,35,Retired
2016_7,jolyon_palmer,renault,16,\N,21,0.0,16,Retired
2016_7,button,mclaren,12,\N,22,0.0,9,Power Unit
2016_8,rosberg,mercedes,1,1,1,25.0,51,Finished
2016_8,vettel,ferrari,3,2,2,18.0,51,Finished
2016_8,perez,force_india,7,3,3,15.0,51,Finished
2016_8,raikkonen,ferrari,4,4,4,12.0,51,Finished
2016_8,hamilton,mercedes,10,5,5,10.0,51,Finished
2016_8,bottas,williams,8,6,6,8.0,51,Finished
2016_8,ricciardo,red_bull,2,7,7,6.0,51,Finished
2016_8,max_verstappen,red_bull,9,8,8,4.0,51,Finished
2016_8,hulkenberg,force_india,12,9,9,2.0,51,Finished
2016_8,massa,williams,5,10,10,1.0,51,Finished
2016_8,button,mclaren,19,11,11,0.0,51,Finished
2016_8,nasr,sauber,15,12,12,0.0,50,+1 Lap
2016_8,grosjean,haas,11,13,13,0.0,50,+1 Lap
2016_8,kevin_magnussen,renault,22,14,14,0.0,50,+1 Lap
2016_8,jolyon_palmer,renault,21,15,15,0.0,50,+1 Lap
2016_8,gutierrez,haas,14,16,16,0.0,50,+1 Lap
2016_8,ericsson,sauber,20,17,17,0.0,50,+1 Lap
2016_8,haryanto,manor,16,18,18,0.0,49,+2 Laps
2016_8,alonso,mclaren,13,\N,19,0.0,42,Gearbox
2016_8,wehrlein,manor,17,\N,20,0.0,39,Brakes
2016_8,sainz,toro_rosso,18,\N,21,0.0,31,Suspension
2016_8,kvyat,toro_rosso,6,\N,22,0.0,6,Suspension
2016_9,hamilton,mercedes,1,1,1,25.0,71,Finished
2016_9,max_verstappen,red_bull,8,2,2,18.0,71,Finished
2016_9,raikkonen,ferrari,4,3,3,15.0,71,Finished
2016_9,rosberg,mercedes,6,4,4,12.0,71,Finished
2016_9,ricciardo,red_bull,5,5,5,10.0,71,Finished
2016_9,button,mclaren,3,6,6,8.0,71,Finished
2016_9,grosjean,haas,13,7,7,6.0,71,Finished
2016_9,sainz,toro_rosso,15,8,8,4.0,71,Finished
2016_9,bottas,williams,7,9,9,2.0,70,+1 Lap
2016_9,wehrlein,manor,12,10,10,1.0,70,+1 Lap
2016_9,gutierrez,haas,11,11,11,0.0,70,+1 Lap
2016_9,jolyon_palmer,renault,19,12,12,0.0,70,+1 Lap
2016_9,nasr,sauber,21,13,13,0.0,70,+1 Lap
2016_9,kevin_magnussen,renault,17,14,14,0.0,70,+1 Lap
2016_9,ericsson,sauber,18,15,15,0.0,70,+1 Lap
2016_9,haryanto,manor,20,16,16,0.0,70,+1 Lap
2016_9,perez,force_india,16,17,17,0.0,69,Brakes
2016_9,alonso,mclaren,14,18,18,0.0,64,Battery
2016_9,hulkenberg,force_india,2,19,19,0.0,64,Brakes
2016_9,massa,williams,0,20,20,0.0,63,Brakes
2016_9,vettel,ferrari,9,\N,21,0.0,26,Tyre
2016_9,kvyat,toro_rosso,0,\N,22,0.0,2,Retired
2016_10,hamilton,mercedes,1,1,1,25.0,52,Finished
2016_10,max_verstappen,red_bull,3,2,2,18.0,52,Finished
2016_10,rosberg,mercedes,2,3,3,15.0,52,Finished
2016_10,ricciardo,red_bull,4,4,4,12.0,52,Finished
2016_10,raikkonen,ferrari,5,5,5,10.0,52,Finished
2016_10,perez,force_india,10,6,6,8.0,52,Finished
2016_10,hulkenberg,force_india,8,7,7,6.0,52,Finished
2016_10,sainz,toro_rosso,7,8,8,4.0,52,Finished
2016_10,vettel,ferrari,11,9,9,2.0,52,Finished
2016_10,kvyat,toro_rosso,15,10,10,1.0,52,Finished
2016_10,massa,williams,12,11,11,0.0,51,+1 Lap
2016_10,button,mclaren,17,12,12,0.0,51,+1 Lap
2016_10,alonso,mclaren,9,13,13,0.0,51,+1 Lap
2016_10,bottas,williams,6,14,14,0.0,51,+1 Lap
2016_10,nasr,sauber,21,15,15,0.0,51,+1 Lap
2016_10,gutierrez,haas,14,16,16,0.0,51,+1 Lap
2016_10,kevin_magnussen,renault,16,17,17,0.0,49,Gearbox
2016_10,jolyon_palmer,renault,18,\N,18,0.0,37,Gearbox
2016_10,haryanto,manor,19,\N,19,0.0,24,Spun off
2016_10,grosjean,haas,13,\N,20,0.0,17,Retired
2016_10,ericsson,sauber,22,\N,21,0.0,11,Power Unit
2016_10,wehrlein,manor,20,\N,22,0.0,6,Spun off
2016_11,hamilton,mercedes,2,1,1,25.0,70,Finished
2016_11,rosberg,mercedes,1,2,2,18.0,70,Finished
2016_11,ricciardo,red_bull,3,3,3,15.0,70,Finished
2016_11,vettel,ferrari,5,4,4,12.0,70,Finished
2016_11,max_verstappen,red_bull,4,5,5,10.0,70,Finished
2016_11,raikkonen,ferrari,14,6,6,8.0,70,Finished
2016_11,alonso,mclaren,7,7,7,6.0,69,+1 Lap
2016_11,sainz,toro_rosso,6,8,8,4.0,69,+1 Lap
2016_11,bottas,williams,10,9,9,2.0,69,+1 Lap
2016_11,hulkenberg,force_india,9,10,10,1.0,69,+1 Lap
2016_11,perez,force_india,13,11,11,0.0,69,+1 Lap
2016_11,jolyon_palmer,renault,17,12,12,0.0,69,+1 Lap
2016_11,gutierrez,haas,15,13,13,0.0,69,+1 Lap
2016_11,grosjean,haas,11,14,14,0.0,69,+1 Lap
2016_11,kevin_magnussen,renault,19,15,15,0.0,69,+1 Lap
2016_11,kvyat,toro_rosso,12,16,16,0.0,69,+1 Lap
2016_11,nasr,sauber,16,17,17,0.0,69,+1 Lap
2016_11,massa,williams,18,18,18,0.0,68,+2 Laps
2016_11,wehrlein,manor,20,19,19,0.0,68,+2 Laps
2016_11,ericsson,sauber,22,20,20,0.0,68,+2 Laps
2016_11,haryanto,manor,21,21,21,0.0,68,+2 Laps
2016_11,button,mclaren,8,\N,22,0.0,60,Oil leak
2016_12,hamilton,mercedes,2,1,1,25.0,67,Finished
2016_12,ricciardo,red_bull,3,2,2,18.0,67,Finished
2016_12,max_verstappen,red_bull,4,3,3,15.0,67,Finished
2016_12,rosberg,mercedes,1,4,4,12.0,67,Finished
2016_12,vettel,ferrari,6,5,5,10.0,67,Finished
2016_12,raikkonen,ferrari,5,6,6,8.0,67,Finished
2016_12,hulkenberg,force_india,8,7,7,6.0,67,Finished
2016_12,button,mclaren,12,8,8,4.0,66,+1 Lap
2016_12,bottas,williams,7,9,9,2.0,66,+1 Lap
2016_12,perez,force_india,9,10,10,1.0,66,+1 Lap
2016_12,gutierrez,haas,11,11,11,0.0,66,+1 Lap
2016_12,alonso,mclaren,13,12,12,0.0,66,+1 Lap
2016_12,grosjean,haas,20,13,13,0.0,66,+1 Lap
2016_12,sainz,toro_rosso,15,14,14,0.0,66,+1 Lap
2016_12,kvyat,toro_rosso,18,15,15,0.0,66,+1 Lap
2016_12,kevin_magnussen,renault,16,16,16,0.0,66,+1 Lap
2016_12,wehrlein,manor,17,17,17,0.0,65,+2 Laps
2016_12,ericsson,sauber,22,18,18,0.0,65,+2 Laps
2016_12,jolyon_palmer,renault,14,19,19,0.0,65,+2 Laps
2016_12,haryanto,manor,19,20,20,0.0,65,+2 Laps
2016_12,nasr,sauber,21,\N,21,0.0,57,Power Unit
2016_12,massa,williams,10,\N,22,0.0,36,Suspension
2016_13,rosberg,mercedes,1,1,1,25.0,44,Finished
2016_13,ricciardo,red_bull,5,2,2,18.0,44,Finished
2016_13,hamilton,mercedes,21,3,3,15.0,44,Finished
2016_13,hulkenberg,force_india,7,4,4,12.0,44,Finished
2016_13,perez,force_india,6,5,5,10.0,44,Finished
2016_13,vettel,ferrari,4,6,6,8.0,44,Finished
2016_13,alonso,mclaren,22,7,7,6.0,44,Finished
2016_13,bottas,williams,8,8,8,4.0,44,Finished
2016_13,raikkonen,ferrari,3,9,9,2.0,44,Finished
2016_13,massa,williams,10,10,10,1.0,44,Finished
2016_13,max_verstappen,red_bull,2,11,11,0.0,44,Finished
2016_13,gutierrez,haas,18,12,12,0.0,44,Finished
2016_13,grosjean,haas,11,13,13,0.0,44,Finished
2016_13,kvyat,toro_rosso,19,14,14,0.0,44,Finished
2016_13,jolyon_palmer,renault,13,15,15,0.0,44,Finished
2016_13,ocon,manor,17,16,16,0.0,43,+1 Lap
2016_13,nasr,sauber,16,17,17,0.0,43,+1 Lap
2016_13,kevin_magnussen,renault,12,\N,18,0.0,5,Accident
2016_13,ericsson,sauber,20,\N,19,0.0,3,Gearbox
2016_13,sainz,toro_rosso,14,\N,20,0.0,1,Puncture
2016_13,button,mclaren,9,\N,21,0.0,1,Collision damage
2016_13,wehrlein,manor,15,\N,22,0.0,0,Collision damage
2016_14,rosberg,mercedes,2,1,1,25.0,53,Finished
2016_14,hamilton,mercedes,1,2,2,18.0,53,Finished
2016_14,vettel,ferrari,3,3,3,15.0,53,Finished
2016_14,raikkonen,ferrari,4,4,4,12.0,53,Finished
2016_14,ricciardo,red_bull,6,5,5,10.0,53,Finished
2016_14,bottas,williams,5,6,6,8.0,53,Finished
2016_14,max_verstappen,red_bull,7,7,7,6.0,53,Finished
2016_14,perez,force_india,8,8,8,4.0,53,Finished
2016_14,massa,williams,11,9,9,2.0,53,Finished
2016_14,hulkenberg,force_india,9,10,10,1.0,53,Finished
2016_14,grosjean,haas,17,11,11,0.0,52,+1 Lap
2016_14,button,mclaren,14,12,12,0.0,52,+1 Lap
2016_14,gutierrez,haas,10,13,13,0.0,52,+1 Lap
2016_14,alonso,mclaren,12,14,14,0.0,52,+1 Lap
2016_14,sainz,toro_rosso,15,15,15,0.0,52,+1 Lap
2016_14,ericsson,sauber,19,16,16,0.0,52,+1 Lap
2016_14,kevin_magnussen,renault,21,17,17,0.0,52,+1 Lap
2016_14,ocon,manor,22,18,18,0.0,51,+2 Laps
2016_14,kvyat,toro_rosso,16,\N,19,0.0,36,Battery
2016_14,wehrlein,manor,13,\N,20,0.0,26,Oil leak
2016_14,jolyon_palmer,renault,20,\N,21,0.0,7,Collision damage
2016_14,nasr,sauber,18,\N,22,0.0,6,Collision damage
2016_15,rosberg,mercedes,1,1,1,25.0,61,Finished
2016_15,ricciardo,red_bull,2,2,2,18.0,61,Finished
2016_15,hamilton,mercedes,3,3,3,15.0,61,Finished
2016_15,raikkonen,ferrari,5,4,4,12.0,61,Finished
2016_15,vettel,ferrari,22,5,5,10.0,61,Finished
2016_15,max_verstappen,red_bull,4,6,6,8.0,61,Finished
2016_15,alonso,mclaren,9,7,7,6.0,61,Finished
2016_15,perez,force_india,17,8,8,4.0,61,Finished
2016_15,kvyat,toro_rosso,7,9,9,2.0,61,Finished
2016_15,kevin_magnussen,renault,15,10,10,1.0,61,Finished
2016_15,gutierrez,haas,13,11,11,0.0,60,+1 Lap
2016_15,massa,williams,11,12,12,0.0,60,+1 Lap
2016_15,nasr,sauber,16,13,13,0.0,60,+1 Lap
2016_15,sainz,toro_rosso,6,14,14,0.0,60,+1 Lap
2016_15,jolyon_palmer,renault,18,15,15,0.0,60,+1 Lap
2016_15,wehrlein,manor,19,16,16,0.0,60,+1 Lap
2016_15,ericsson,sauber,14,17,17,0.0,60,+1 Lap
2016_15,ocon,manor,21,18,18,0.0,59,+2 Laps
2016_15,button,mclaren,12,\N,19,0.0,43,Brakes
2016_15,bottas,williams,10,\N,20,0.0,35,Overheating
2016_15,hulkenberg,force_india,8,\N,21,0.0,0,Collision
2016_15,grosjean,haas,20,\N,22,0.0,0,Withdrew
2016_16,ricciardo,red_bull,4,1,1,25.0,56,Finished
2016_16,max_verstappen,red_bull,3,2,2,18.0,56,Finished
2016_16,rosberg,mercedes,2,3,3,15.0,56,Finished
2016_16,raikkonen,ferrari,6,4,4,12.0,56,Finished
2016_16,bottas,williams,11,5,5,10.0,56,Finished
2016_16,perez,force_india,7,6,6,8.0,56,Finished
2016_16,alonso,mclaren,22,7,7,6.0,56,Finished
2016_16,hulkenberg,force_india,8,8,8,4.0,56,Finished
2016_16,button,mclaren,9,9,9,2.0,56,Finished
2016_16,jolyon_palmer,renault,19,10,10,1.0,56,Finished
2016_16,sainz,toro_rosso,16,11,11,0.0,56,Finished
2016_16,ericsson,sauber,17,12,12,0.0,55,+1 Lap
2016_16,massa,williams,10,13,13,0.0,55,+1 Lap
2016_16,kvyat,toro_rosso,15,14,14,0.0,55,+1 Lap
2016_16,wehrlein,manor,21,15,15,0.0,55,+1 Lap
2016_16,ocon,manor,20,16,16,0.0,55,+1 Lap
2016_16,nasr,sauber,18,\N,17,0.0,46,Brakes
2016_16,hamilton,mercedes,1,\N,18,0.0,40,Engine
2016_16,gutierrez,haas,13,\N,19,0.0,39,Wheel nut
2016_16,kevin_magnussen,renault,14,\N,20,0.0,17,Power loss
2016_16,grosjean,haas,12,\N,21,0.0,7,Brakes
2016_16,vettel,ferrari,5,\N,22,0.0,0,Collision
2016_17,rosberg,mercedes,1,1,1,25.0,53,Finished
2016_17,max_verstappen,red_bull,3,2,2,18.0,53,Finished
2016_17,hamilton,mercedes,2,3,3,15.0,53,Finished
2016_17,vettel,ferrari,6,4,4,12.0,53,Finished
2016_17,raikkonen,ferrari,8,5,5,10.0,53,Finished
2016_17,ricciardo,red_bull,4,6,6,8.0,53,Finished
2016_17,perez,force_india,5,7,7,6.0,53,Finished
2016_17,hulkenberg,force_india,9,8,8,4.0,53,Finished
2016_17,massa,williams,12,9,9,2.0,53,Finished
2016_17,bottas,williams,11,10,10,1.0,53,Finished
2016_17,grosjean,haas,7,11,11,0.0,53,Finished
2016_17,jolyon_palmer,renault,16,12,12,0.0,52,+1 Lap
2016_17,kvyat,toro_rosso,13,13,13,0.0,52,+1 Lap
2016_17,kevin_magnussen,renault,17,14,14,0.0,52,+1 Lap
2016_17,ericsson,sauber,18,15,15,0.0,52,+1 Lap
2016_17,alonso,mclaren,15,16,16,0.0,52,+1 Lap
2016_17,sainz,toro_rosso,14,17,17,0.0,52,+1 Lap
2016_17,button,mclaren,22,18,18,0.0,52,+1 Lap
2016_17,nasr,sauber,19,19,19,0.0,52,+1 Lap
2016_17,gutierrez,haas,10,20,20,0.0,52,+1 Lap
2016_17,ocon,manor,20,21,21,0.0,52,+1 Lap
2016_17,wehrlein,manor,21,22,22,0.0,52,+1 Lap
2016_18,hamilton,mercedes,1,1,1,25.0,56,Finished
2016_18,rosberg,mercedes,2,2,2,18.0,56,Finished
2016_18,ricciardo,red_bull,3,3,3,15.0,56,Finished
2016_18,vettel,ferrari,6,4,4,12.0,56,Finished
2016_18,alonso,mclaren,12,5,5,10.0,56,Finished
2016_18,sainz,toro_rosso,10,6,6,8.0,56,Finished
2016_18,massa,williams,9,7,7,6.0,55,+1 Lap
2016_18,perez,force_india,11,8,8,4.0,55,+1 Lap
2016_18,button,mclaren,19,9,9,2.0,55,+1 Lap
2016_18,grosjean,haas,17,10,10,1.0,55,+1 Lap
2016_18,kvyat,toro_rosso,13,11,11,0.0,55,+1 Lap
2016_18,kevin_magnussen,renault,18,12,12,0.0,55,+1 Lap
2016_18,jolyon_palmer,renault,15,13,13,0.0,55,+1 Lap
2016_18,ericsson,sauber,16,14,14,0.0,55,+1 Lap
2016_18,nasr,sauber,21,15,15,0.0,55,+1 Lap
2016_18,bottas,williams,8,16,16,0.0,55,+1 Lap
2016_18,wehrlein,manor,20,17,17,0.0,55,+1 Lap
2016_18,ocon,manor,22,18,18,0.0,54,+2 Laps
2016_18,raikkonen,ferrari,5,\N,19,0.0,38,Wheel
2016_18,max_verstappen,red_bull,4,\N,20,0.0,28,Gearbox
2016_18,gutierrez,haas,14,\N,21,0.0,16,Brakes
2016_18,hulkenberg,force_india,7,\N,22,0.0,1,Collision
2016_19,hamilton,mercedes,1,1,1,25.0,71,Finished
2016_19,rosberg,mercedes,2,2,2,18.0,71,Finished
2016_19,ricciardo,red_bull,4,3,3,15.0,71,Finished
2016_19,max_verstappen,red_bull,3,4,4,12.0,71,Finished
2016_19,vettel,ferrari,7,5,5,10.0,71,Finished
2016_19,raikkonen,ferrari,6,6,6,8.0,71,Finished
